id,ref,alt._#,exc,garden_#_(PPM),peristyle_type,garden_size,peristyle_size,property_size,percent_of_property,shape,peristyle_proportion,orientation_of_peristyle,alignment_with_atrium,direction_from_atrium,peristyle_direction_from_main_entrance,peristyle_direction_from_2nd_entrance,atria,atrium_column_style,tablinum,tablinum_type,access_to_garden...23,pluteus,pluteus_height,pluteus_width,pluteus_description,pluteus_decoration,fence,fence_height,order,walkways,walkway_sides...33,walkway_width_min,walkway_width_max...35,narrowest_walkway_dir,widest_walkway_dir,portico_sides...38,columns,pillars,total_frstdng_supports,engaged,column_material,bases,main_shaft_decoration,lower_shaft_decoration,lower_decoration_height,lower_decoration_proportion,pillar_surface_treatment,column_diameter,column_height,proportion,walkway_width_max...53,avg_intercolumniation,intercolumniation_range,intercolumniation_deviation,ratio_diam_to_intercolumniation,decoration,painting_style...59,pavement,furniture,table_(Moss/_Cohon),table_position...63,sculpture,oscillae,water...66,dining,other_features,cisterns,other_finds,other_gardens...71,visible_from_entrance?,visible_from_atrium?,orientation,private_bath,plants...76,atrium_direction...77,largest_room_direction...78,notes...79,water...80,pools...81,pool_surface,pool_position...83,pool_depth,fountain_in_pool,channel_material,channel_type,channel_width,channel_sides,fountains...90,date_(Richardson),entrance_from_street?,lararium_(Boyce/Orr)...93,upper_story,large_room_on_axis?,...96,...97,connection_to_water_supply,rooms_accessed...99,#_areas_accessed,lararium_(Boyce),altar...102,aedicula,simple_niche,sacellum...105,walkway_notes,pools...107,pool_position...108,rectangular,rect_with_exedra,square,apsidal,circular,semicircular,other,painting_style...116,garden_painting,myth_painting,landscape,animal_painting,other_painting,access_to_garden...122,atrium_direction...123,largest_room_direction...124,other_gardens...125,connection_to_water,building_type,rooms_accessed...128,stairs/_corridors_accessed,total_areas_accessed,visited?,measured?,entrance_photo?,walkway_sides...134,portico_sides...135,walkway_N,walkway_S,walkway_E,walkway_W,portico_N,portico_S,portico_E,portico_W,shrine_direction,aedicula_(on_axis),niche_w/_aedicula,niche,altar...148,painting,sacellum...150,lararium_(Boyce/Orr)...151,tables,cupboards,triclinia_(masonry),triclinia_(wood),seating,1_support_table,2_support_table,3_support_table,4_support_table,notes...161,table_position...162,table_function,fountains...164,pools...165,plants...166,cavities,planters_/boxes,vines,furrows_/beds,unspecified,brick_supports,opus_mixtum_supports,masonry_supports,stone_supports,stone_blocks
V.04.03_House of the Flamen,NSc 1899:339; Mau RM 1901:324 (Ger); NSc 1901:258,NA,1899,m,truncated,NA,75,230,0.32608695652173914,NA,NA,N-S,aligned,N,N,NA,1 tuscan (irregular-exedra at N before tab),NA,yes,door,NA,yes,90,NA,NA,NA,NA,NA,Doric (Mau),1,1 (S),NA,NA,NA,NA,1 (S),1,1,2,NA,masonry,yes,"unfluted, white",NA,NA,NA,NA,pillar .46 x.48,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,"puteal in NE, but no cistern (Jash 2:116)",NA,amphorae and terracotta pipe segments in extension to NE (RM 1901:324),NA,yes,yes,NA,NA,NA,NA,NA,column directly behind pillar; pillar supported a plank leading to back wall and creating a false floor on the left (RM 1901:324); pillar height 2.77; pluteus height 90 (Mau RM 1901:324),NA,NA,NA,NA,NA,NA,coccio,NA,NA,4,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tablinum f or corridor h/j,S,S,no,NA,res,2,NA,2,no,no,"2015, 2013",1 (S),1 (S),NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone and plaster,stone and plaster,stone and plaster,stone and plaster,stone and plaster
V.04.a_House of Marcus Lucretius Fronto,NA,NA,1900,10,truncated,NA,140,460,0.30434782608695654,irregular,NA,irr,irr,E,E,NA,1 tuscan,NA,yes,wide door,NA,no,NA,NA,NA,NA,NA,NA,Doric,1,1 (S),NA,NA,NA,NA,1 (south),3,0,3,0,brick and plaster,no,"pseudo-reeded, red to 1.08 m",NA,1.08,0.36,NA,52,2.98,5.7,NA,NA,NA,NA,NA,"animal and hunt scenes on north and east walls, garden painting on exterior of room 17, south wall red dado with plants",4th,cocciopesto with black tesserae,NA,no,NA,NA,NA,NA,NA,terracotta puteal in center,NA,"several ceramic pots against N wall, perhaps for planting (Phonline; Peters 1993:3, 35)",NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?,NA,?,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,NA,NA,NA,yes,NA,tablinum 7,W,S,no,NA,res,6,NA,6,"2011, 2010",2011,yes,1 (S),1 (south),NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone and plaster,stone and plaster,stone and plaster,stone and plaster,stone and plaster
V.04.b_house,"RM 1901:363; NSc 1901:261, 329-31",NA,1901,h,truncated,NA,45,195,0.23076923076923078,NA,NA,irr,irr,E,E,NA,1 tuscan,NA,yes--irregular,"closed rear, window on side wall",NA,yes,NA,NA,NA,NA,NA,NA,unknown,2,"2 (S, W)",NA,NA,NA,NA,2 (only 1 column),1,0,1,1,op incert and plaster,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,garden walls undecorated,undecorated/unknown,NA,"masonry triclinium, painted red, with round table painted to imitate yellow marble",no,NA,NA,NA,NA,masonry triclinium and table,possibly a pergola,NA,NA,NA,yes (walkway only),yes,NA,NA,NA,NA,NA,E end of portico converted to kitchen; house heavily damaged in bombing,NA,NA,NA,NA,NA,NA,plaster on masonry,square,NA,"2 (S, W)",NA,NA,NA,"niche, arched, and painting E (exterior of kitchen wall) (129, pl 13.1)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,undecorated/unknown,NA,NA,NA,NA,NA,directly from atrium,W,W,no,NA,res,3,NA,3,no,no,no,"2 (S, W)",2 (only 1 column),NA,1,NA,1,NA,1,NA,1,E2,NA,NA,E,NA,E,NA,"niche, arched, and painting E (exterior of kitchen wall) (129, pl 13.1, GB43)",NA,NA,1 (Sop 299),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone and plaster,stone and plaster,stone and plaster,stone and plaster,stone and plaster
V.05.03_House of the Gladiators,NA,NA,NA,b/d,tru,NA,550,945,58,NA,1.4,N-S,NA,NA,N,NA,0,NA,NA,NA,direct from entrance (0),yes,122,NA,"rubble, covers well heads but not column plaster","animal hunts, mythological scenes, landscape",NA,NA,?,4,"N, S, E, W",3.2,3.3,W,"E, S",NA,24,NA,24,NA,mixtum with plaster,no,smooth,NA,NA,NA,NA,42,unknown,unknown,"3.3 (east, south)",2.65,2.4-2.9,0.9,6.31,"rough plaster, parapet decorated with hunt scenes",NA,cocciopesto,NA,NA,NA,none reported,NA,"water channel 69 cm wide, rounded corners",NA,three cistern heads,three cistern heads,pile of plaster/lime and large amphora (NS),no,yes,NA,NA,no,tree root cavities found,NA,west,north portico damaged in WWII; *north walkway no longer extant,"water channel 69 cm wide, rounded corners",none,NA,NA,NA,NA,coccio,corners rounded? restored,0.69,NA,no,NA,"yes, through room q",no,NA,no,NA,NA,yes,12,12,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VI.01.01_Caupona,"PAH 1, pt 2, p.36; Mazois 2:46, pl 9, fig 3,6; Dyer 307-8; Fiorelli Desc 76; Jash 1:168--not in PPM",NA,1787,1,truncated,NA,75,?,NA,quad,NA,irr,NA,NA,E,NA,0,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,1,1 (S),NA,NA,NA,NA,1 (S),0,1,1,0,brick and masonry (opus list),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masonry triclinium,no,NA,NA,NA,NA,masonry triclinium,pergola over triclinium,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,mostly destroyed by bombing; generally described as inn; some say it was owned by caretaker of the gate (Fiorelli Desc. 76),NA,NA,NA,NA,NA,NA,NA,square,NA,1 (S),NA,NA,NA,sacrarium off peristyle to NE (132),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entrance corridor 4,NA,E,no,NA,res/inn?,"3 rooms, 1 stair",1,4,no,no,yes,1 (S),1 (S),NA,1,NA,NA,NA,1,NA,NA,NE,NA,NA,NA,NA,NA,E,sacrarium off peristyle to NE (132),NA,NA,1 (Sop 300),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone and plaster,stone and plaster,stone and plaster,stone and plaster,stone and plaster
VI.01.07_House of the Vestals,NA,NA,NA,39,tru,NA,180,1075,17,NA,1.1000000000000001,N-S,non-standard,N,not visibile,NA,2 Tuscan,NA,no (not standard),NA,indirect from room 36 or corridor 51 (1),yes; height 43 cm,43,NA,"rubble, covers bases and flutes",unknown,NA,NA,Corinthian,4,"N, S, E, W",2.1,2.2,N,"S, E, W",NA,10,4,14,NA,brick with plaster,"yes, stucco",fluted upper,smooth and yellow to 1.36,1.36,0.37,NA,54,3.27,6.1:1,"2.2 (east, west, south)",1.75,1.6-1.9,"0.9 (south), others .1",3.24,"4th style scheme on white (GdSC 3 1874, 107-130)",4th,mosaic of white tesserae (partly extant); E portico black mosaic with white tesserae in grid,?,NA,NA,?,NA,"2 large pools, one with exedra",NA,?,cistern head SW corner,?,yes,no,partly from one atrium,other,?,?,south (2nd atrium),north,NA,"2 large pools, one with exedra","2:1 rectangle with exedra 3 x .9 (2.9), 1 rectangle 3.3 x 5 (16.7)",9.6999999999999993,"large north, small south",NA,yes,coccio,square?,0.68,NA,yes,NA,no,no,NA,no,2 square   1 other,NA,yes,9,9,no,NA,NA,NA,NA,NA,"2:1 rectangle with exedra 3 x .9 (2.9), 1 rectangle 3.3 x 5 (16.7)","large north, small south",N,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VI.01.10_House of the Surgeon,"PAH 1, pt 1, p 254-6; Mazois 2:51, pl. 13; Bonucci 98; Breton 308; Dyer 348; Jash 1:16",NA,1770-1,16/20,truncated,NA,95,515,0.18446601941747573,irregular,NA,irr,irr,E,E,NA,1 tuscan,NA,yes,open,NA,yes (Dyer 349),painted red,NA,NA,NA,NA,NA,NA,1,1 (W),NA,NA,NA,NA,1 (W),0,1,1,NA,stone and plaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high dado of cocciopesto N,other,cocciopesto,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,square,NA,4,NA,200-80 BCE,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,NA,NA,NA,NA,NA,tablinum 7,W,W,no,NA,res,"2 rooms, 1 stair",1,3,2009,no,yes,1 (W),1 (W),NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone and plaster,stone and plaster,stone and plaster,stone and plaster,stone and plaster
VI.02.04_House of Sallust east,NA,NA,NA,24/38,truncated,NA,225,1040,0.21634615384615385,L,NA,N-S,perp,E,E,NA,1 tuscan,NA,yes,window,NA,"yes, and elevated garden",NA,NA,NA,unknown,NA,NA,Doric (embellished with molding),1,1 (W),NA,NA,NA,NA,1 (west),4,1,5,0 (pilasters in paint and stucco),stone and stucco,no,"fluted upper, reeded and black (red?) below",NA,unknown,NA,NA,53,3.74,7.1,NA,NA,NA,NA,NA,3rd style behind triclinium (PPM IV:122); 1st style remaining in N? (Laidlaw); garden painting E,3rd,NA,triclinium at north with marble table,"monopodium A353 (322) (685), also table in painting (343)",near fountain and triclinium,NA,NA,fountain basin against E wall,triclinium at north with marble table,triclinium,NA,small altar,NA,yes,yes,NA,NA,form-planting boxes against E wall,NA,NA,pergola over triclinium,NA,1 square in center of triclinium,NA,center of triclinium (N),NA,NA,stone,square/other,NA,"2 (W, S)",NA,200-80 BCE,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3rd,yes (E),NA,NA,NA,NA,andron 20 or room 22,W,W (S),1 trunc,yes,res/inn,4,NA,4,"2011, 2010, 2009",yes2011,yes,1 (W),1 (west),NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1 (tricl),NA,1 (Sop 300-1),NA,NA,NA,NA,NA,NA,"monopodium A353 (322) (685), also table in painting (343)",garden-near fountain and triclinium,dining,basin against E wall,1 square in center of triclinium,form-planting boxes against E wall,NA,yes,NA,NA,NA,stone and plaster,stone and plaster,stone and plaster,stone and plaster,stone and plaster
VI.02.04_House of Sallust south,NA,NA,NA,31/32,truncated,NA,100,1040,0.09615384615384616,rectangle,NA,square,non-standard,S,not visible,NA,1 tuscan,NA,yes,window,NA,no,NA,NA,NA,NA,NA,NA,Doric?,3,"3 (N, E, W)",NA,NA,NA,NA,"3 (N, E, W)",8,0,8,0,brick and plaster,no,"hexagonal, painted red",NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,4th style; Diana and Actaeon on south wall,4th,cocciopesto (PPM),NA,no,NA,NA,NA,"channel on three sides, rectangular pool",NA,?,NA,?,NA,no,slightly,NA,NA,NA,NA,NA,garden space partly paved in cocciopesto,NA,1 rectangle,NA,center,?,?,concrete,round platforms,NA,"3 (N, E, W)",NA,200-80 BCE,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,NA,yes (Diana and Actaeon),NA,NA,NA,room 29,N,W,1 trunc,NA,res/inn,4,NA,4,2011,2011,yes,"3 (N, E, W)","3 (N, E, W)",1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 rectangle,NA,NA,NA,NA,NA,NA,"stone and plaster, yes","stone and plaster, brick and plaster","stone and plaster, brick and plaster","stone and plaster, brick and plaster","stone and plaster, brick and plaster"
VI.02.16_House of Narcissus,"Mazois 2:69, pl.24; Breton 310; Fiorelli Desc 88",NA,1811,20/21,truncated,NA,65,360,0.18055555555555555,rectangle,NA,E-W,aligned,E,E,NA,1 tuscan,NA,yes,wide door,NA,no,NA,NA,NA,NA,NA,NA,"Corinthian, stucco (PPM 4:217)",2,"2 (N, W)",NA,NA,NA,NA,"2 (N, W)",2,1,3,"2 (one NE, one on pillar)",brick and plaster,no,reeded,NA,NA,NA,reeded,50,3.6,7.2,NA,NA,NA,NA,NA,red dado on garden wall,?,cocciopesto with pattern of white tesserae (Breton 310),NA,no,NA,Fiorelli (Desc 88) lists sculptures under VI.2.22 as belonging to this house,NA,NA,NA,niche on S wall,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,very large window (door?) to large room 24 at east--gives impression of 3rd colonnade,NA,NA,NA,NA,NA,NA,masonry,square,NA,"3 (N, E, W)",NA,NA,NA,NA,NA,yes (24),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,NA,NA,NA,NA,NA,"tablinum 18, corridor 3 or 19 from atrium, corridor 25 from door VI.2.21",W,E,no,NA,res,4,NA,4,2017,2017,yes,"2 (N, W)","2 (N, W)",1,NA,NA,1,1,NA,NA,1,S,NA,NA,S,NA,NA,NA,niche S with remains of tufa altar and statuette (GB V40),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone and stucco,stone and stucco,stone and stucco,stone and stucco,stone and stucco
VI.02.22/15_House of the Dancers,"Mazois 2:69, pl 24; MB 2:pl. 23; Breton 313; Fiorelli Desc. 89; Boyce 44; Dwyer Oscilla 279, PompSculp 118",NA,1811,"7,8",truncated,NA,110,355,0.30985915492957744,T,NA,N-S,perp,W,W,NA,1 tuscan,NA,yes (off-axis),wide door,NA,"yes, with planting groove (N only)",95,26,NA,trace of red paint,NA,NA,Doric with embellishments?,3,"3 (N, E, W)",NA,NA,NA,NA,"3 (N, E, W)",5,0,5,0,brick and plaster,no,"fluted and white above, smooth and red below",NA,1.5,0.44,NA,41,3.41,"8,32",NA,NA,NA,NA,NA,"garden painting S on yellow ground (Giacobello 269, Warscher photoMN model--shows on E as well)",4th,"coccio with white tesserae in herringbone pattern (NE), rosettes with black centers (colonnade)",table? (Bonucci 97--house given as Narcissus),no,NA,"bronze Apollo (MN 5613); marble deer suckling fawn; sleeping child with basket and vase fountain; female mask (MN 6611, Dwyer 1981, 279) (Fiorelli Desc 88 says these were found in VI.2.16)","mask (Dwyer 1981, 279 cat 87)",NA,NA,aedicula lararium (S); travertine puteal (W),NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,channel is placed away from pluteus with paving between,NA,NA,NA,NA,NA,NA,stone,square,50,"3 (N, E, W)",NA,NA,NA,aedicula on platform S (142),NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,yes (S),NA,NA,NA,NA,tablinum 5 or corridor 6,E,W,no,NA,res,3,NA,3,2017,2017,yes,"3 (N, E, W)","3 (N, E, W)",1,NA,1,1,1,NA,1,1,S,S (no),NA,NA,NA,NA,NA,"aedicula on platform S (142, GB V41)",1,NA,NA,NA,NA,1,NA,NA,NA,A342 (Bonucci 97--house given as Narcissus),unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stone and stucco, brick and stucco","stone and stucco, brick and stucco","stone and stucco, brick and stucco","stone and stucco, brick and stucco","stone and stucco, brick and stucco"
VI.02.25_house,Nicc. 2:26; Fiorelli Desc. 90; Nissen 1877:436; PPP 2:140,NA,NA,"2, 11",truncated,NA,125,255,0.49019607843137253,NA,NA,square,NA,NA,W,NA,0,NA,NA,NA,NA,no,NA,NA,NA,NA,maybe--cuttings,NA,Doric,4,4 (interrupted in SW),NA,NA,NA,NA,4,7,0,7,1 (SW),"4 tufa, 2 rubble (Laidlaw 138)",no,"unfluted; red below, white above",NA,unknown,NA,NA,36,2.98,8.2799999999999994,NA,NA,NA,NA,NA,4th--simplified,4th,cocciopesto,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,"4 sides, but SW corner cut off by room; originally peristyle of house VI.2.13 (Laidlaw 137-8)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,NA,NA,NA,NA,NA,entrance corridor 1,NA,E,no,NA,res?,9,NA,9,2017,2017,yes,4 (interrupted in SW),4,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone; brick (arcade),stone; brick (arcade),stone; brick (arcade),stone; brick (arcade),stone; brick (arcade)
VI.05.04_house,Nicc 2:28; Breton 312; Fiorelli Desc 98,NA,NA,13/15,truncated,NA,170,485,0.35051546391752575,rect,NA,N-S,perp,E,E,NA,1 tetra,? Stone,yes,wide door,NA,yes,57,30,NA,trace of red paint,NA,NA,Doric,1,1 (W),NA,NA,NA,NA,1 (W),2,0,2,0,stone,no,unfluted,NA,NA,NA,NA,49,2.92,5.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tablinum 4,W,W,no,NA,res,"1 room, 1 storage area",NA,2,2017,2017,yes,1 (W),1 (W),NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone;,stone; brick and masonry,stone; brick and masonry,stone; brick and masonry,stone; brick and masonry
VI.05.05_House of the Grand Duke of Russia,"PAH 2:334; AdI 1838:185-6, 191; Breton 313; Fiorelli Desc 98",NA,1835-7,9,truncated,NA,165,395,0.4177215189873418,rect,NA,E-W,aligned,E,E,NA,1 tuscan,NA,no,NA,NA,no,NA,NA,NA,NA,NA,NA,Doric (with molding),3,"3 (N, E, W)",NA,NA,NA,NA,"3 (N, E, W)",7,1,8,4 (S colonnade),"masonry, brick, or stone and plaster",no,fluted (Doric); white and faceted above; red below,NA,1.63,0.5,"smooth and red below, pseudo-reeded above",45,3.28,7.28,NA,NA,NA,NA,NA,garden painting S; central panel with basin surrounded by birds (AdI 1838:185); 4th style walkway (PPM 4:325); stylobate with scrolls (PPM 4:327),4th,cocciopesto,marble monopodium table,monopodium,unknown,"3 statuettes: Hercules, Bacchus, Flora (in AdI 1838:186, the Bacchus/Silenus is compared to that in the House of the Grandduke of Tuscany)--all rested on brick bases near S garden wall (PPM 4:329) PAH 2:334",NA,NA,NA,pergola supported by 4 brick columns decorated with scales (AdI 1838:185); stone platform N for money chest? (arca del peculio-Fior desc 98),NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,scrolls on architrave; vines on underside,NA,NA,NA,NA,NA,NA,masonry (AdI 1838:185),NA,NA,NA,NA,NA,NA,NA,NA,yes (11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th,yes (S),NA,NA,NA,NA,atrium 2,W,E,no,NA,res,"3 rooms, 1 small area",NA,4,2017,2017,yes,"3 (N, E, W)","3 (N, E, W)",1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,pergola supported by 4 brick columns decorated with leaves and scales (AdI 1838:185); stone platform N for money chest? (arca del peculio-Fior desc 98),unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,tufa,tufa,tufa,tufa,tufa
VI.05.10_house,Mazois 2:47 (plan); Niccolini 2:29; Fiorelli Desc 101; Breton 314,VI.5.19/10 Jash,1809,2,truncated,NA,135,385,0.35064935064935066,rectangle,NA,N-S,NA,NA,E,NA,0,NA,NA,NA,NA,"yes, with planting groove",36,48,NA,NA,cuttings for fence (replaced by plut.),NA,Doric,3,"3 (N, S, E)",NA,NA,NA,NA,"3 (N, S, E)",6,0,6,"3 (2 NW, 1 SW)? built into wall",stone and plaster,no,fluted above (original stone with Doric flutes),NA,unknown,NA,NA,37,3.23,8.73,NA,NA,NA,NA,NA,NA,NA,"cocciopesto? (PAH 1,3:13) mosaic of boar hunt & fighting cocks, ""Festus cum Torquato""? possibly from room near peristyle (FiorDesc 101, PAH I.3:12)",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,house found in ruinous state--entrance at VI.05.19? VI.05.9?; brick columns in E wall of room 9 and channel at W,NA,NA,NA,NA,NA,NA,stone,square,55,4,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entrance VI.5.10; other access unclear,NA,E,no,NA,res,"12 rooms, 1 corridor (PPM plan)",1,13,2017,2017,yes,"3 (N, S, E)","3 (N, S, E)",1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tufa,tufa,tufa,tufa,tufa
VI.05.14_house,Nicc 2:28; Fiorelli Desc 100; Boyce 46--not in PPM,NA,NA,2,truncated,NA,105,265,0.39622641509433965,rectangle,NA,N-S,NA,NA,N,NA,0,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,unknown,3,"3 (N, S, E)",NA,NA,NA,NA,"3 (N, S, E)",5,1,6,"3 (2 W columns, 1 on pillar)",brick and plaster,no,fluted (Doric),NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,cocciopesto,NA,no,NA,NA,NA,NA,NA,aedicula lararium (W),NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 (N, S, E)",NA,NA,NA,aedicula of masonry W (154),NA,yes (11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entrance corridor 1,NA,N,no,NA,NA,8,NA,8,2013,2017,yes,"3 (N, S, E)","3 (N, S, E)",1,1,1,NA,1,1,1,NA,W,W (no),NA,NA,NA,NA,NA,"aedicula of masonry W (154, GB V43)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tufa,tufa,tufa,tufa,tufa
